d,-10,7.826237921249263
d,0,7.826237921249263
d,5,0.03851856078856726
d,10,7.826237921249263
d,15,0.03851856078856726
d,20,0.03851856078856726
d,25,0.03851856078856726
d,30,0.949960666505462
d,35,0.03851856078856726
d,40,0.949960666505462
d,45,0.03851856078856726
d,50,0.949960666505462
d,55,0.03851856078856726
d,60,0.5752237416355278
d,65,0.03851856078856726
d,70,0.5692099788303082
d,75,0.03851856078856726
d,80,0.5692099788303082
d,85,0.03851856078856726
d,90,0.5692099788303082
d,95,0.03851856078856726
d,100,0.2747086885402911
d,105,0.03851856078856726
d,110,0.40961596025952024
d,115,0.03851856078856726
d,120,0.40961596025952024
d,125,0.03851856078856726
d,130,0.40961596025952024
d,135,0.03851856078856726
d,140,0.14898845011808953
d,145,0.03851856078856726
d,150,0.14898845011808953
d,155,0.03851856078856726
d,160,0.3331803930484605
d,165,0.03851856078856726
d,170,0.3331803930484605
d,175,0.03851856078856726
d,180,0.3331803930484605
d,185,0.03851856078856726
d,190,0.07894736842105263
d,195,0.03851856078856726
d,200,0.24708435221096
d,205,0.17300495927959658
d,210,0.24708435221096
d,215,0.17300495927959658
d,220,0.24708435221096
d,225,0.17300495927959658
d,230,0.24708435221096
d,235,0.17300495927959658
d,240,0.24708435221096
d,245,0.17300495927959658
d,250,0.2125332507714548
d,255,0.17300495927959658
d,260,0.2125332507714548
d,265,0.17300495927959658
d,270,0.09625356866721374
d,275,0.17300495927959658
d,280,0.09625356866721374
d,285,0.17300495927959658
d,290,0.09625356866721374
d,295,0.17300495927959658
d,300,0.07557993915122013
d,305,0.17300495927959658
d,310,0.05386282876111993
d,315,0.17300495927959658
d,320,0.05386282876111993
d,325,0.17300495927959658
d,330,0.05386282876111993
d,335,0.17300495927959658
d,340,0.033818927162010445
d,345,0.17300495927959658
d,350,0.033818927162010445
d,355,0.17300495927959658
d,360,0.033818927162010445
d,365,0.17300495927959658
d,370,0.033818927162010445
d,375,0.17300495927959658
d,380,0.033818927162010445
d,385,0.17300495927959658
d,390,0.17300495927959658
d,395,0.17300495927959658
d,400,0.17300495927959658
d,405,0.17300495927959658
d,410,0.17300495927959658
d,415,0.17300495927959658
